name,company_name,salary,city,experience,education,job_desc
Python,站擎,20000-30000元,深圳,5-10年,本科,"岗位职责：
1. 5年及以上Python爬虫经验，良好的编码风格及编码能力；
2. 熟悉HTML、CSS、JavaScript等页面技术，熟悉网页布局和架构，熟悉HTTP等协议；
3. 熟练使用爬虫相关技术，如urlib、requests、bs4、xpath、css、正则等，能够从结构化和非结构化的数据中获取信息；
4. 掌握Linux基本操作，能够编写shell脚本优先；
5. 熟悉MySQL、MongoDB、Oracle、Redis、MongoDB等数据库中至少一种，熟悉SQL语言；
6. 熟悉常见的反爬技术及解决办法，如User-Agent、IP代理、cookie池等，有爬虫、反爬机制研发经验优先；
7. 熟悉常用爬虫框架Scrapy，有开发爬虫框架经验优先、有过分布式系统使用及开发经验的优先；
8. 有良好的思维能力、自学能力，有责任心，有团队精神，对技术研发感兴趣，有较强的钻研精神，动手能力强。
任职要求：
1. 研究目标网站、网页、链接的特点、发现其规律和特点，负责多平台数据的采集；
2. 参与爬虫系统、解析系统的设计开发，数据库设计；
3. 参与设计策略的优化，提升网页抓取的效率和质量；
4. 设计爬虫策略和防屏蔽规则，解决封账号、封IP、验证码等难点攻克。"
python工程师,新致软件,10000-15000元,深圳,3-5年,本科,"1、3年以上javaPython开发经验，2年以上大数据开发经验；本科以上学历计算机、数学、信息管理相关专业； 
2、熟悉hadoop大数据生态圈大部分框架的搭建、应用、优化（如Spark、Mapreduce 、Sqoop、Kafka 、Hdfs、Hive、hbase等）； 
3、熟练使用Linux、Unix等操作系统具备编写shell的能力；熟悉SQL和noSQL数据库的设计和开发
4、深刻理解大数据处理（流计算，分布式计算，分布式文件系统，分布式存储等）相关技术和实现方法； 
5、熟悉主数据、元数据、数据质量等企业数据管理相关的体系和方法； 
6、熟悉使用ETL工具的使用优先；具有统计学、数据挖掘、机器学习理论优先；有丰富的java开发经验和互联网背景优先； 
7、强烈的主动性与工作责任心，对所负责工作有owner意识，并能自我驱动不断成长；
                            
上海新致软件有限公司成立于1994年，是一家高科技企业。2002年起至今每年被认定为“国家规划布局内重点软件企业”；2004年首批获得“A级中国软件欧美出口工程试点企业认定”，公司整体通过CMMI5评估。新致是一家信息技术服务供应商、多个行业提供咨询、设计、实施、测试、支持、培训等专业解决方案。"
python,易特科集团,15000-25000元,深圳,3-5年,本科,"任职要求：
1、熟练Python语言,能够熟练运用Django/Flask框架，有实际Django/Flask项目经验；
2、熟悉http、json技术
3、熟练MySQL操作及数据库设计等
4、了解Python下Dicom相关开源库及开发者优先
5、熟悉Linux系统，了解Docker容器技术
6、具备较强的学习能力、问题分析能力，可以独立调试解决问题；
                            
强大的科研实力强大，博士后流动站"
python工程师-,绿舟科技,11000-18000元,深圳,3-5年,本科,1、本科及以上学历，2年以上python相关经验； 2、有独立开发经验，有扎实的编程功底、良好的编程习惯。 3、工作耐心，善于学习，有证券相关经验的优先； 4、特别匹配的大专也考虑；
python开发工程师,深圳浪潮早上班,11000-22000元,深圳,3-5年,本科,"学历要求：本科及以上
经验要求：3年以上经验
具体要求：
1.熟练使用python，最少熟悉tornado、Django、flask中一种，构建过nginx + uWSGI + python的web-services者优先；
2.熟悉Linux/Unix平台，能熟练使用python, shell 等脚本语言进行系统日志分析；
3.熟悉mysql，熟练使用redis、MQ、celery等常用第三方组件；
4.具备良好的阅读文档能力，学习能力和表达能力。
5.完整的项目开发经验。
加分项:
1.有个人技术博客，地址请附上
2.参与开源项目，如有地址请贴出
3.对web前端有一定了解
4.熟练使用git
5.编程，算法大赛获奖
6.对前沿技术有一定的了解，能独立完成新技术的预研，如openstack，容器，数据分析。
7.熟悉分布式系统，对网络和高并发编程有丰富的经验
上班地点：高新园b出口 大冲商务中心
上班时间：8:30-12:00 14:00-18:30
                            
浪潮是中国最早的IT品牌之一。浪潮HCM基于“ 互联网+ ”的人力资源服务平台，通过“人力决策”、“人才管理”、“劳动力管理”、“核心人力”等四个核心模块实现集团总部对整个集团人力资源的集中式管理。
http://www.inspur.com/"
python开发,中软国际,8000-9000元,深圳,1-3年,本科,"1、计算机相关专业本科及以上学历，熟悉linux下开发
2、有python项目开发经验，熟悉一种或多种常用框架，包括但不限与django、flask、Tornado、twisted。掌握常用的数据结构与算法
3、熟悉mysql、mongoDB、redis等数据库
4、有前端开发经验优先：vue、jquery等
5、自我驱动力强，面对复杂的情况能够独立完成工作，沟通能力强"
python,龙得水信息技术,10000-15000元,深圳,3-5年,大专,"职位描述
1、独立完成后台服务功能模块的设计与开发；
2、配合团队其他成员进行模块开发及整合；
3、维护所负责的服务模块，并不断持续优化功能系统；
4、确保所负责的服务模块能够达到产品要求的质量标准（响应、错误率、不间断服务指标）。
任职资格
1、专科以上学历，精通python，熟悉django或其他web框架，2年以上python工作经验；
2、熟悉restful，oauth等框架或者技术；
3、有良好的代码编写习惯，熟悉使用git等代码管理工具；
4、有OpenSource项目经验加分；
5、独立解决问题的能力 有良好的团队工作意识 能够承担压力；
6、互联网金融从业者优先，后台开发经验丰富者优先。
                            
*****"
python工程师,厦门云族佳,8000-13000元,深圳,1-3年,本科,1、本科及以上学历，2年以上python相关经验； 2、有独立开发经验，有扎实的编程功底、良好的编程习惯。 3、工作耐心，善于学习，有证券相关经验的优先； 4、特别匹配的大专也考虑；
python工程师,容维证券深圳分公司,15000-25000元,深圳,3-5年,本科,"1、本科以上学历，计算机相关专业优先；
2、扎实的编程基础，熟练使用至少一门面向对象语言(Python/Java/….)，精通Python，2年以上开发经验。精通主流web框架：Flask，Django等。
3、熟悉基于Python代码的性能分析和优化，熟悉多线程编程；
4、具备优秀的编程习惯，具备较强的研发与设计能力，有代码洁癖者优先；
5、具备缜密的逻辑思维，具备优秀的分析、解决问题的能力；
6、熟悉数据库事务和锁机制，有基于关系型数据库开发大型应用的经验优先；
7、技术视野开阔，具备良好的服务意识、责任心、较强的学习能力、优秀的团队协作能力、能承受一定的工作压力；
                            
互联网工作氛围，一群有活力的年轻人，丰富的团建活动，定时邀请大牛分享，帮助职员职业成长，能力提高。"
运维开发（Java/python),平安科技,15000-30000元,深圳,3-5年,本科,"岗位职责：
应用系统的维护，包括可用性管理、监控管理、容量管理、环境调优、运维工具优化、自动化运维、开源工具引入，java或者python开发等
任职要求：
熟悉应用系统故障诊断、问题处理、性能调优；
熟悉linux操作系统、Oracle或MySQL数据库、Weblogic或Tomcat平台；
熟练编写shell、perl、python等脚本；
熟悉AIOPS；
熟悉以下几种技术中的两种或以上： 
  J2EE平台架构以及网上应用程序的开发技术及流程；
   PL/SQL、Oracle数据库及性能优化技术； 
   linux/Unix的基本操作和维护； 
   weblogic等J2EE应用服务器的配置和维护；
   perl/python等文本分析语言；     
                            
平安科技hr。
简历请发*****。
云平台、大数据、人工智能、智慧城市、智能医疗等业务都有，欢迎各大人才前来了解。"
Python,兴融联科技,10000-14000元,深圳,3-5年,本科,1、3年以上系统开发经验；精通python，熟悉linux系统； 2、熟悉python代码性能优化和分析，熟练使用多线程编程； 3、精通tornado、django等主流框架，有后台restful api服务的实际项目经验，并对服务高并发、高可用有了解； 4、熟悉mysql、oracle、redis等数据库使用和优化方法； 5、具有优秀的编程习惯和较强的研发与设计能力，能独立分析和解决问题； 6、有AI后台开发经验者优先
python web开发岗位,德科信息技术,9000-12000元,深圳,1-3年,大专,"1、熟练Linux操作系统，了解常用开源软件，并有Linux系统下的开发经验；
2、具有扎实的编程基础，熟悉Python语言，熟悉常用的设计模式、应用架构；
3、熟悉Web开发常用技术，至少熟悉一种常用的web框架，如flask，django等；
4、熟悉数据库理论，至少熟悉一种数据库技术，如mysql、mongodb、redis等；
5、熟悉HTML/HTML5、CCS/CCS3、Javascript等前端技术，熟悉至少一种前端框架；
6、做事严谨踏实，有良好的团队合作精神和沟通协调能力；
7、有爬虫开发经验者优先。
福利待遇：
1、带薪年假5~15天。 
2、入职即可购买社保公积金。（六险一金）
3、公司每月统计在职员工生日，并会给当月过生日的员工购买生日礼物，代表公司的心意。 
4、公司、客户对员工进行绩效考核，对于优秀的员工，公司奖励奖品或奖金。 
5、项目组安排员工活动，比如：打篮球、爬山、烧烤、打羽毛球等活动。 
6、在职员工享有一个月薪资的年终奖年前发放，具体按入职日期及绩效考核成绩进行核算。 
7、在职员工正常工作日为5天，8小时工作制，员工享有国家法定假日。
                            
我们是一支团结的队伍，积极向上,快乐工作。"
Python开发（ERP）,绿米,12000-20000元,深圳,3-5年,本科,"职责描述：
1、规划ERP后台系统技术架构，参与需求分析、架构设计、技术决策以，详细设计；
2、优化现有系统的技术架构，解决系统中的关键问题和技术难题；
3、参与核心架构部分代码编写、指导和培训工程师、不断进行系统优化，共同建设技术体系；
4、积极了解业界相关新技术及发展趋势，加强完善平台架构与功能，使用AI技术让ERP系统更加智能；
5、带领团队开发一个更加智能、开放的ERP系统，提高企业的运营效率；
任职要求：
1、计算机相关专业本科以上学历；
2、扎实的编程基础，熟练使用至少一门面向对象语言(Python/Java/….)，精通Python，3年以上开发经验、1年以上专职Python开发经验。精通主流web框架：Flask，Django等。
3、熟悉基于Python代码的性能分析和优化，熟悉多线程编程；
4、具备优秀的编程习惯，具备较强的研发与设计能力，有代码洁癖者优先；
5、具备缜密的逻辑思维，具备优秀的分析、解决问题的能力；有技术管理经验者优先；
6、熟悉数据库事务和锁机制，有基于关系型数据库开发大型应用的经验；有基于PostgreSQL开发经验者优先；熟悉Redis数据库；
7、技术视野开阔，具备良好的服务意识、责任心、较强的学习能力、优秀的团队沟通与协作能力、能承受一定的工作压力；
                            
首批小米生态链；
美籍华人创立；
团队人员300+；
B+轮数千万美金已完成；
工程师文化 ；
扁平管理，为目标服务；
智能家居领域产品服务位居行业前列；"
Python,OPPO,20000-40000元,深圳,1-3年,硕士,"职责描述：
1、负责网络爬虫程序设计，开发及维护，对目标网站进行数据爬取分析，找到最优化的爬取策略。
2、负责爬虫系统的架构设计和研发，独立进行抓取和清洗工作； 
3、负责技术难点的攻克； 
4、负责大规模数据爬虫的性能优化工作；
任职要求：
2、精通网页抓取原理及技术，精通正则表达式，熟练从结构化和非结构化的数据中获取信息；
3、精通PYTHON语言，熟悉数据库性能优化与常见缓存技术与策略；
4、精通一种开源爬虫框架，如scrapy、webmagic、nutch、heritrix等等，有开发爬虫框架经验优先；熟悉反爬虫、验证码识别技术者优先；
5、熟悉微博、抖音相关分析j经验，熟悉fiddler，charles等抓包工具；
7、具备优秀的逻辑思维能力，对解决挑战性问题充满热情，善于分析问题/解决问题；
8、有强烈的上进心和求知欲，擅于学习新事物"
Python开发工程师,软通动力,11000-20000元,深圳,3-5年,本科,"统招本科学历
熟悉linux配置
熟悉shell使用
熟悉数据库
3年以上python开发工作经验"
python中高级开发,明源云,18000-25000元,深圳,3-5年,本科,"岗位职责
1、 敏捷开发小组Leader,带领团队用敏捷模式进行产品开发；
2、负责开发高可用、高效、稳定的产品及系统服务，根据业务需求，设计并实现技术解决方案，研究互联网领域最新技术成果，并应用于产品中；
3、完善团队的编码规范，编写高质量、高效率、结构清晰、易读、易维护的代码。
 
任职要求
1、本科以上学历，计算机相关专业，3年以上Python开发经验；优秀者大专亦可。
2、热爱编码, 对创新及解决有挑战性的问题充满激情；
3、精通Python/R等开发语言，精通SQL和数据库原理；
4、扎实的数据结构和算法知识，熟悉常用设计模式；
5、了解大数据产品和技术，如开源大数据框架（如Hadoop、Spark，Storm等）或公有云大数据平台（阿里云、AWS等）；
6、具备优秀的逻辑思维能力和自驱力，有良好的沟通能力和团队协作精神。"
python开发,雁联技术,11000-18000元,深圳,3-5年,本科,"外包岗位，请详阅后投递简历
学历要求全日制统招大专以上~~~
1、负责设计和开发分布式网络爬虫系统，进行电商等平台信息的抓取和分析；
2、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；
3、 爬虫逻辑的开发，快速响应业务变动
1、具有1-2年爬虫开发经验，精通python，熟练使用多线程，熟悉常用的爬虫框架；
2、对数据结构和算法设计有较为深刻的理解，具有良好的沟通能力和团队合作意识;
3、熟悉正则表达式，Jsoup、XPATH，CSS选择器，能够从结构化和非机构化的数据中获取信息,了解各种Web前端技术，包括HTML／XML／JavaScript／AJAX／JSON等;
4、拥抱新技术，有很强的学习能力；
5、懂其他技术点加分。
6、有主流电商平台数据爬取经验优先"
python工程师,昂耐秀品,7000-12000元,深圳,1-3年,本科,"1、负责爬虫系统的设计，开发与管理维护；
2、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；
3、对电商等平台（如亚马逊、ebay、wish)的数据进行抓取和分析，为业务部门提供数据支持；
4、挖掘算法优化，数据分类及分布统计，为其他部门提供特定需求的数据；
5、能独立解决实际开发过程碰到的各类问题。
任职要求：
1、全日制本科及以上学历、计算机相关专业；
2、精通Python，具有1年或以上爬虫开发经验，熟练使用多线程，熟悉常用的爬虫框架；
3、熟识Java，熟悉Javascript、HTML、CSS、正则表达式、Path等信息抽取技术熟悉抓包分析请求并模拟;
4、熟悉Mysql/Mongdb数据库的常规使用；
5、丰富的爬虫经验，能够解决反爬虫、网络异常等各种常见爬虫问题；
6、有爬取国内外主要电商网站数据处理经验优先；
每周上班5.5天（周六半天）
双地铁口（西乡站，碧海湾站），交通便利
年底至少双薪，以公司业绩增长量和突出贡献来计算！！"
Python开发工程师,深信服科技,12000-24000元,深圳,1-3年,本科,"岗位职责：
1、负责安全产品的后端开发；
2、独立分析、评估并解决问题，能够在较短时间内寻求最优解决方案；
岗位要求：
1、1年以上开发经验，能够熟练使用python语言；
2、熟悉Linux，能进行基本的常用操作；
3、熟悉网络HTTP、TCP等网络协议，熟悉网络编程；
4、具有大型网站或高并发系统开发、设计工作经验者优先；
5、责任心强，自我驱动力强，具有良好的沟通和团队协作能力，主动，好学；
5、有互联网产品开发经验，对互联网产品架构优先；
7、对于经验更丰富、能力更强、有相关领域研发经验者，将会以更高级别招聘入职。
最神秘、最酷炫、最有前（钱）景的网络安全行业；
加入我们，来一场与黑客博奕、和病毒对抗的激战。"
Python工程师,潮生活新媒体,12000-16000元,深圳,3-5年,本科,"岗位要求：
1、全日制本科、计算机或信息、通信类、软件类相关专业；3年及以上工作经验
2、热爱编程，熟练使用python语言，熟悉python桌面端开发框架PyGtk、PyQt、wxPython任意一种，至少1年以上使用经验，至少做过一个完整的桌面项目；
3、熟悉TCPIP协议相关应用开发、Socket通信应用开发、python、熟悉python web开发更佳；
4、了解python数据处理、python机器学习方面的应用开发更佳。
岗位职责：
1、完成发票助手windows桌面程序的开发与维护；
2、参与公司产品的用户数据分析应用开发；
3、参与一些利用机器学习算法的应用开发（比如推荐、半自动内容生产）
你能获得的：
1、 公司实行有竞争力的、成体系的薪资制度，且激励性强，无论您在什么岗位，只要您有能力，人人都可以拿到高于同行的高薪；
2、入职即购买五险一金；
3、 公司会按国家法定节假日实行带薪休假(春节、元旦节、清明节、劳动节、端午节、中秋节、国庆节）不仅如此，还有带薪病假和带薪年假；
4、 公司办公环境优美、自由休闲，在休息区提供丰富多彩的员工活动：娱乐室、各种图书、杂志等，各种零食任你享用；
5、 每月100元/人团建费用，50元/人零食费用，可累计。不定期聚餐、生日会、茶话会和吐槽会等；
6、各种吃喝玩乐的机会。
上班时间：
周一至周五，9:00-18:00，双休，节假日休。"
Python开发工程师,绿米,15000-30000元,深圳,3-5年,本科,"职位描述： 
1. 负责计算机视觉和深度学习方向相关程序的开发与调试； 2. 图像处理领域具备丰富的实践开发经验；
2. 嵌入式图像算法的维护和调试； 岗位要求：  1. 计算机科学、软件工程、电子工程等相关专业(985本科，特别优秀者可放宽) ； 2. 精通 C/C++ 、 Python 程序设计； 3. 精通一种嵌入式芯片(MCU、DSP或ARM)
3. 熟悉数字图像处理、或计算机视觉或指纹识别算法
4. 熟悉opencv、TensorFlow、Caffe或PyTorch等学习框架之一的优先
5. 有较强的独立解决问题能力、学习能力和沟通能力，
6. 对工作充满热情，强烈的使命感和责任感；
                            
小米生态链企业，智能家居和物联网引领企业，美国海归和美国专家指导工作，国语和英语工作环境，创新主导，技术积累扎实，产品世界领先，资金雄厚。已发布‘小米智能家庭套装’ 等系列智能家居解决方案，打造名副其实的智能家庭。工作环境优雅，弹性工作时间，已经起风的‘台风口’。"
兼职Python讲师,泽林信息,20000-30000元,深圳,5-10年,大专,"1、3年以上Python编程经验；
2、精通Python全栈开发，精通Django Web框架；
3、深刻理解计算机原理，有良好的数据结构和算法基础；
4、熟悉面向对象程序设计方法；
5、熟练数据库表设计、SQL语法，熟练MySQL数据库；
6、熟练web前端技能, 包括html/css/javascript/jquery/boostrap；
7、熟练Linux环境开发，熟练使用SHELL命令和脚本语言；
8、熟练基于Linux应用程序的管理和配置，如Docker、Redis、GitLab、Ansible、Nginx、Zabbix、Jenkins等；
9、有Python网络爬虫相关开发经验优先；
10、具备大型网站或高并发系统开发、设计工作经验者优先。"
Python爬虫工程师,Gshopper,10000-15000元,深圳,1-3年,大专,"岗位职责： 
1. 根据需求开发不同网站平台的爬虫程序，收集指定的信息； 
2. 维护并优化爬虫程序，保证爬虫程序稳定、高效； 
3. 协助算法工程师做数据的处理； 
4. 完成领导交代的其它调研及开发工作； 
任职要求： 
1. 本科及以上学历，2年及以上Python开发工作经验。
2. 扎实的Python基础，能独立完成爬虫开发任务。
3. 至少熟悉一种框架，（Django,Flask等）。
4. 熟悉Linux操作系统，熟悉常用命令，熟悉shell。 
5. 熟悉及使用过通过MQ处理数据机制。 
6. 具备积极的工作态度，良好的团队意识，愿意为团队更多的成果产出做贡献。
7. 自我学习能力强，对新技术充满渴望。
                            
轻松的工作氛围
有爱的工作伙伴
高额的薪资福利"
Python开发,上海炽聚,9000-14000元,深圳,1-3年,本科,"岗位职责：
1.负责设计开发、优化和改善内部运维平台；
2.通过自动化运维技术管理各系统和环境；
3.快速定位解决系统问题，利用工具和代码减少重复性劳动，提高团队的工作效率；
任职资格
1.计算机相关专业本科以上学历，3年以上工作经验；
2.至少熟练掌握C/C++、Python、Shell、PHP、Ruby、Go其中一门，精通C/C++优先；
3.深刻理解面向对象开发、具有较好的系统分析设计能力、文档撰写能力；
4.熟悉Linux网络编程、有海量服务开发经验、熟悉互联网业务；
5.具备持续集成实践经验，了解并掌握Docker，Kebernetes等容器相关技术优先；
6.掌握Ansible,Puppet,Jenkins优先；
7.有OpenStack等云服务研发经验者优先；
8.积极进取、诚实正直、责任心强，有较好的沟通能力。
                            
创业团队有多个项目成功孵化经验"
高级Python工程师,南伽科技,12000-20000元,深圳,3-5年,本科,"1、负责公司互娱系统平台开发及数据系统功能实现；
2、负责团队技术指导及需求分析管理；
3、结合业务发展规划，推动公司技术项目落地；
4、公司数据分析挖掘规划及系统运维管理；
素质要求：
1、高度责任心及大局意识；
2、具备业务敏感度和市场意识；
3、热爱编程，熟悉产品项目管理；
4、熟悉海外互联网平台；
5、愿意承担，学习进取能力强；
6、精通Python或Java等其中一门开发语言，熟悉前端或数据库开发；
7、有3年以上互联网公司技术研发经验优先。"
Python开发工程师,银盛支付,14000-24000元,深圳,1-3年,本科,"职位要求：
1、熟练掌握Python语言，具备2年以上的项目开发经验
2、熟悉Django、Django Rest framework等web框架
3、熟悉MySQL、PostgreSQL、Redis 等常用数据库及缓存，有一定的数据库优化能力
4、熟悉HTML、CSS、JS，会使用 React.js 或 Vue.js 其中一种MVVM框架
5、有微服务设计开发经验或Docker使用经验者优先
6、 具有较强的自我驱动性，追求做事效率，敢于尝试新的技术
                            
深圳银盛金融集团"
Python,500彩票网,18000-30000元,深圳,3-5年,本科,"1.	精通C++/python/Java中的至少一门语言，并有3年以上该语言的开发经验；
2.	熟悉多进程、多线程、协程，熟悉常见的网络编程模型；
3.	熟悉Socket网络编程及Linux开发环境，有分布式系统和高并发开发经验者优先；
4.	熟悉常用的加密算法，有移动客户端服务开发经验者优先；
5.	熟练常用的SQL语句，熟悉oracle/mysql/postgresql等关系型数据库，熟悉redis/mongodb等nosql数据库；
6.	具备较好的逻辑思维能力，能独立完成功能的设计和实现；"
25923-Python高级工程师,腾讯,7000-12000元,深圳,3-5年,本科,"岗位职责：负责腾讯蓝鲸PaaS后台设计与开发；
负责腾讯游戏运维支撑相关重点SaaS后台设计与开发；
负责腾讯蓝鲸容器管理平台产品后台设计与开发。
岗位要求：计算机相关专业本科及以上学历，3年以上后台开发经验；
精通Python，3年以上Python后台开发经验，有良好的编码习惯；
精通Python服务端编程，精通网络编程；
熟悉Django/Tornado等web开发框架；
熟悉大型分布式系统设计与开发，并具备MQ、NoSQL实战经验；
熟悉Unix/Linux操作系统下的开发，部署，维护等工作；
有Google Cloud Platform、IBM Bluemix、AWS使用经验者优先；
有Cloud Foundry、ConPaaS等开源PaaS云平台开发经验者优先；
具备良好的分析解决问题能力和团队合作能力；
具有良好的学习能力，对互联网的新技术有很强的求知欲望；
有激情，热爱Python，关注用户体验。
 
特别说明：3年以上python开发经验，工资面议"
Python开发工程师,腾讯,20000-40000元,深圳,3-5年,本科,"岗位要求：
1、本科及以上学历，2年及以上后台开发、或大型运营平台开发经验
2、精通Golang或Python语言开发
3、扎实的计算机专业基础知识（数据结构 算法 操作系统 数据库 网络等）
4、有自动化、CI/CD、监控系统等开发经验者优先
5、熟悉docker、kubernetes等容器技术，有分布式系统应用和开发经验者优先
6、有开源项目、技术博客者优先
岗位职责：
1、Devops CI/CD 自动化平台开发
2、容器平台 监控平台开发
                            
大平台、成长快，技术牛人多。"
Python工程师,鼎鼎赞,12000-18000元,深圳,3-5年,本科,"1、具有1-2年爬虫开发经验，精通python，熟练使用多线程，熟悉常用的爬虫框架；
2、对数据结构和算法设计有较为深刻的理解，具有良好的沟通能力和团队合作意识;
3、熟悉正则表达式，Jsoup、XPATH，CSS选择器，能够从结构化和非机构化的数据中获取信息,了解各种Web前端技术，包括HTML／XML／JavaScript／AJAX／JSON等;
4、拥抱新技术，有很强的学习能力；
5、懂其他技术点加分。
6、有主流电商平台数据爬取经验优先"
python工程师,铁牛时代,6000-12000元,深圳,1-3年,本科,"岗位职责：
1、完成软件系统代码的实现，编写代码注释和开发文档；
2、辅助进行系统的功能定义,程序设计；
3、根据设计文档或需求说明完成代码编写，调试，测试和维护；
4、分析并解决软件开发过程中的问题；
5、协助测试工程师制定测试计划，定位发现的问题；
6、配合项目经理完成相关任务目标。
任职资格：
1、计算机或相关专业本科学历以上；
2、2年以上软件开发经验；
3、熟悉面向对象思想，精通编程，调试和相关技术；
4、熟悉应用服务器的安装、调试、配置及使用；
5、具备需求分析和系统设计能力，、以及较强的逻辑分析和独立解决问题能力；
6、能熟练阅读中文、英文技术文档；富有团队精神,责任感和沟通能力。
                            
在铁牛时代，你能获得前所未有的机会和挑战。我们尊重每个人的独特个性，致力于打造一个高度合作、沟通无碍的快速反应团队。如果你有个性、有热情、有见解又超级有趣，欢迎你来这里，因为在这里你能找到同类。
诚邀优秀人士和我们一起努力打拼，实现自我成就，并享受成功带来的财富和快乐！"
Python工程师,荔枝微课,10000-15000元,深圳,1-3年,本科,"工作职责：
1、负责服务端的后台架构的优化、设计与开发；
2、根据产品需求，制定解决方案；
3、负责现有系统的性能调优等的设计与实现；
任职要求：
1、本科以上学历， 计算机或相关专业；
2、基础扎实，熟练掌握Python，2年以上开发经验；
3、熟悉 Linux 开发环境，熟悉 tornado 、django 或 flask 等框架。
4、思路清晰，优秀的分析和解决问题的能力, 具备良好的沟通能力，团队合作意识, 能主动承担，乐于分享；
5、熟悉移动互联网服务及应用开发者优先；
6、熟悉MySQL、MongoDB、Redis数据库和多线程编程；
加分项:
1. 有过高并发服务器设计和架构经验，系统调优相关经验；
2. 简历中最好能提供个人博客地址和 Github 地址。"
Python开发（AI）,绿米,15000-30000元,深圳,1-3年,硕士,"工作职责：
1. 负责服务器端软件的研发工作，包括服务器端需求沟通，架构设计，核心技术研发，线上服务维护等；
2. 负责AI算法和模型具体在应用和产品中的落地工程；
3. 学习和研究新技术以满足产品的需求；
4. 负责软件开发过程中的问题分析和总结，提供建议帮助改善研发流程；
5. 和产品/测试/运营进行密切沟通，能够根据需求提出合理技术方案；
岗位职责：
1．全日制本科以上学历，计算机相关专业，2年以上工作经验
2．熟练使用Python，有良好的代码规范；
3．熟练使用MySQL、MongoDB、Redis；
4．对软件工程和编程技术有较深理解，具备服务器端开发经验，熟悉网络协议和网络开发，具备全栈开发经验者优先；
5. 有hadoop，hbase，spark，mapreduce等大数据工具使用经验优先；
6. 熟悉机器学习算法及具备实践经验者优先；
7. 熟悉Web前端开发者优先；
8. 强烈的责任心与主动性，对所负责工作有owner意识，并能自我驱动成长；
9. 具有强烈的团队协作意识，高度的责任感，对工作积极严谨，逻辑思维能力强，有较强学习和创新能力。
                            
首批小米生态链；
美籍华人创立；
团队人员300+；
B+轮数千万美金已完成；
工程师文化 ；
扁平管理，为目标服务；
智能家居领域产品服务位居行业前列；"
Python后端开发工程师,客路旅行,20000-40000元,深圳,3-5年,本科,"【岗位职责】
1、参与KLOOK Affiliate业务线的后端研发工作
2、负责管理自身项目和需求的优先级、按时高质量交付
3、与产品经理沟通需求，进行相关的技术文档编写，方案设计
4、运用模块化、分层等系统设计思想进行开发工作，对自身所负责的线上服务进行监控和性能调优
5、学习研究业界先进技术，保持技术进步
【任职资格】
1、熟练掌握Python/Java/Go等编程语言，具有扎实的计算机基础和编程能力，熟悉常见的算法与数据结构, 熟练掌握网络编程, Http协议, 能够解决常见的网络编程问题, 熟练掌握MySQL数据库
2、熟练掌握常见的Linux服务器配置, 比如Nginx, Mysql,熟悉RESTful API设计，有过互联网业务系统或相关技术产品开发经验
3、有较强的工作责任心和良好的沟通协调能力，能够快速定位问题并解决问题
4、开源贡献者优先，GitHub源码者优先，技术博客者优先
                            
【KLOOK客路团队】
- 于2014年成立于香港，在香港（总部）、深圳（全球技术研发中心）、台北、新加坡、首尔、曼谷、吉隆坡、东京、马尼拉、胡志明市、雅加达、迪拜、孟买、宿务及阿姆斯特丹等地设有20个当地办公室；
- 国际化团队，超过1000名团队成员，来自超过25个国家及地区；
- 支持30余种货币交易及8种语言。"
